"position","sim_001","sim_002","sim_003","sim_004","sim_005","sim_006","sim_007","sim_008","sim_009","sim_010","sim_011","sim_012","sim_013","sim_014","sim_015","sim_016","sim_017","sim_018","sim_019","sim_020"
226,6336,10373,205,2791,17087,12709,8977,4835,19665,9259,2751,8919,18352,7125,16741,3391,4851,6190,16490,16642
227,18682,10456,19582,3014,13081,6793,12402,13725,5565,17690,10062,11163,4728,18631,11091,19469,10053,12667,9131,17039
228,12159,297,6684,19028,18162,9322,6939,619,4983,2063,13301,9606,18424,3638,2268,13191,13131,3759,821,6189
229,12388,14773,4461,18111,6644,9187,1458,6928,12933,6638,11809,3254,9331,17120,8606,6894,8137,2627,10729,15402
230,5249,7681,13538,10607,4530,7557,5887,6456,3320,2065,2896,1948,19943,9326,12122,6677,11463,2093,14301,9862
231,4837,6998,14657,12487,2701,2337,1297,17147,10545,5768,238,19049,10078,4140,18899,4195,11828,1179,729,15455
232,5407,10094,13365,11137,8122,19555,17918,3627,479,6538,4794,1888,2326,803,6504,14707,1538,1766,7789,19407
233,2588,16704,19082,11961,2153,16536,3957,14444,18120,8057,11731,9620,11157,12306,10280,13952,18571,16504,17165,9403
234,1880,499,8848,6093,17516,2584,19241,13951,10529,13266,17495,16793,502,12341,8758,17817,4233,10156,8591,12002
235,6560,3489,4115,8935,4364,12450,17252,5573,4041,18369,10325,1047,11547,3482,13698,13276,8181,11952,7887,966
236,14790,4943,10468,13965,15610,2891,2186,9599,3240,10082,1172,19153,2524,15301,18291,17867,13857,11621,10260,17811
237,14835,11106,10866,11410,9298,15431,19627,5013,8009,4377,12119,10565,895,9549,12309,19669,8067,17399,13362,16034
238,7938,14483,4697,5654,11892,3600,18721,19863,13071,3944,10061,9691,19269,2724,5018,217,4782,11140,18229,4212
239,11340,10231,3560,16796,5985,14205,13400,15304,7286,18666,18165,14786,3500,15044,3226,4780,2876,6603,4878,13397
240,11605,8767,2632,7308,1956,12636,14227,14581,1231,15457,18436,4484,17063,5253,7551,6793,5080,2816,17414,3462
241,3401,13660,19272,801,13704,14120,7038,2265,18934,17194,10382,4015,1838,12704,9325,17672,19711,18893,8352,6795
242,8416,9021,6709,14076,2393,10943,7898,1836,3023,13509,2295,3705,13204,14998,11497,15486,674,16941,7632,17076
243,15016,1320,10507,2265,586,7736,1986,13266,4836,14264,7942,10972,5581,852,12990,9940,15289,6388,13294,9328
244,5737,4174,1769,18013,12005,3189,13676,19375,8273,13088,2109,5773,4376,16227,10498,15250,16911,344,7681,8862
245,12375,12660,17542,6730,15385,18820,2073,15395,13865,8931,13007,14729,6691,6454,18691,178,12301,9641,4637,6235
246,3737,4920,767,7504,17116,16518,4535,7760,5335,1766,17542,9909,14914,1417,17475,1675,12627,804,14946,9153
247,267,18749,13687,8398,10461,3496,5349,9766,881,18749,6567,14399,11162,5950,4800,2753,10168,15591,8132,3853
248,3188,8944,639,1263,16369,5950,6465,2014,1273,4984,5021,18375,2767,106,19356,632,3763,18033,7234,14793
249,12829,4702,6317,15988,2340,15428,3347,7242,2922,3674,13847,11508,7160,17466,5455,18331,11944,8554,8400,8856
250,10415,3497,245,4846,11067,3529,6465,5551,464,3173,16106,13003,5946,12880,6728,8745,8447,17250,18318,13966
251,6126,4993,11011,3062,2303,14258,7543,11004,5977,16897,15012,2295,5468,18465,19020,12076,11102,1764,12700,7676
252,267,9343,10163,1554,8625,567,5402,8619,19079,13186,5683,13234,15836,15994,13867,16404,19236,2952,14594,14387
253,5435,1090,1231,17244,10103,9504,8357,2135,4669,15916,13136,973,16791,12095,1675,17230,18687,11204,14118,16987
254,6943,8975,2490,6253,4998,19011,6698,16169,465,9525,5424,7161,2252,18641,3749,3046,15448,1885,9299,19616
255,2442,13361,167,9179,3516,15164,8911,1502,13282,18365,14642,13301,14928,4532,3277,4543,8336,5853,12674,17560
256,15210,937,4228,7418,12717,16281,11250,7818,16871,9093,3269,2359,3295,5437,14413,9197,1561,6405,8078,8448
257,11790,213,10253,9602,12193,10355,19093,19223,17352,17207,1564,17593,6152,5241,1122,11384,3832,19153,19896,12071
258,4353,17489,8849,15896,13953,3764,17069,10069,3327,7507,12023,11194,17702,7027,3665,5252,15206,5274,10760,19451
259,12888,2191,707,18995,9467,18509,15574,5125,10906,2006,18732,11818,19807,7122,18725,1496,11787,603,10779,12796
260,13633,10487,15800,2434,8501,4603,2117,5049,6566,8114,7579,422,10617,7515,13714,13069,16264,4516,1098,18137
261,8593,7482,5754,16143,4750,18090,13588,7712,18991,16849,15236,11086,10511,19973,18024,13286,7811,3046,729,3302
262,19135,5607,7762,7011,1100,18522,13195,11402,10641,2084,17443,19776,3675,19405,10869,6768,10752,12332,16267,6225
263,19112,9945,17654,16844,15180,6907,3880,8706,9612,17032,15166,4634,8103,8789,4167,1139,1958,4668,14219,16757
264,19846,10294,13743,14124,5298,14746,16486,16308,885,17460,5462,5508,9725,3064,13299,2740,19392,10875,12496,14517
265,8586,4674,15173,17565,16929,19749,7527,18156,5210,4943,12736,15952,4644,151,4167,8958,3344,17617,7744,13781
266,9398,1227,13714,1248,19471,7272,3424,6274,1494,7842,3744,16450,5218,9692,1882,2755,6036,4124,1926,7377
267,7964,13607,9021,101,16740,14988,11297,12387,16753,16249,13199,3464,6208,143,13614,9021,19273,9504,11554,5337
268,14239,13083,10790,12917,2231,16738,16819,14351,9343,11210,7762,6869,10805,4657,18418,16859,9387,13651,4313,16974
269,5346,160,19831,2311,18442,7103,17568,14271,438,14950,1345,3009,19412,3410,17139,6755,265,12993,4836,13502
270,10297,17072,14747,13686,1496,11115,13086,14655,3646,19431,14823,13824,18788,11243,2153,18896,4470,19918,14112,17134
271,10325,8448,17728,1448,17055,13912,14843,1961,9824,3255,12252,17463,5890,9971,6602,18526,9923,778,10961,10939
272,15384,4353,10348,9789,19884,15680,10851,7898,6705,10198,612,13817,4922,13129,14265,1068,366,6371,17633,18233
273,4941,13093,12171,3877,11129,19232,14247,118,10834,2763,11288,15097,10153,3142,7492,4842,15626,14844,12628,14604
274,3789,5770,654,18793,16624,10532,13792,6549,4167,14283,15495,18744,1018,17861,14311,947,6284,3377,5638,2291
275,15529,9772,13852,6756,15607,18091,11488,14103,14053,11765,7138,13009,18253,16201,12151,7896,12590,13660,10811,18183
276,9639,10506,15474,11012,8244,15134,14478,7655,3187,5223,8524,6131,16513,18770,17411,15233,11576,8354,18398,9985
277,13514,16313,6638,14629,949,5067,4588,1731,18361,6900,13474,9524,3745,1216,19625,15964,19018,18767,6557,7039
278,18587,6163,18918,17206,16990,13622,1757,10324,19867,12386,5525,18785,14701,9869,12730,11440,18193,9748,8396,13498
279,17490,8791,7419,19617,15000,3943,13060,5634,15862,5914,5743,8380,17939,17424,13362,7731,8754,6387,19953,11912
280,4656,12855,9454,15904,11992,16905,14268,2672,796,3367,16963,9571,6642,10600,7415,2266,5456,17005,2690,8846
281,9075,3604,10522,18947,17852,18490,8904,14533,17776,19745,17409,14675,13750,6861,11256,5062,3789,6951,15388,3542
282,10357,17565,10003,2829,3997,18287,3530,13933,4780,17216,15255,9622,1732,3070,1137,935,1189,10159,10301,9064
283,8663,539,2776,7135,9470,3904,16838,10272,737,4646,14442,7166,15753,10150,7855,9031,1275,16393,9688,13072
284,11328,11491,3194,16164,12057,10454,4910,7167,8712,7435,1795,15571,16653,8398,18545,2944,6385,5370,7313,19620
285,10108,1558,19939,13158,14669,10961,2255,7685,10179,19098,5913,8722,13234,172,15218,6164,6137,1015,12153,15616
286,19331,3882,936,12477,4384,14849,4527,12114,12866,11605,18733,13215,17646,3349,12667,2697,3879,5029,19088,2339
287,13420,14503,11885,7839,10846,8155,18482,8293,16883,17541,12594,2911,11624,210,15503,6354,14928,5801,11777,7483
288,7435,14419,1437,17745,13408,4259,18723,14625,4542,8385,6836,16578,5869,15123,6971,4923,896,14294,11623,11457
289,5167,17554,11477,17715,15307,14871,12686,12482,12743,8969,2265,15255,9753,13301,10966,6914,12951,13420,1813,9313
290,9879,8138,6796,11210,1596,11338,14896,12707,18215,10634,15281,15637,6786,362,11252,16534,9193,19736,18649,12051
291,4648,19542,9037,4514,15681,2757,297,4510,5754,8132,697,2930,2142,19877,7972,17049,18526,14018,4070,7278
292,447,10509,18933,14655,6253,12739,18016,5845,7630,13239,7991,13366,13103,13760,1857,19263,2782,14830,13193,14705
293,9026,5573,16966,14928,11524,17269,922,7737,4089,17754,9474,3760,19448,15553,17160,11375,15768,17873,16591,12488
294,16128,6375,845,4762,19498,12732,9164,2769,17693,1009,16279,19232,3000,596,11062,7947,17775,5390,4644,12733
295,18109,5293,4161,9239,1544,1305,10935,13540,14315,10086,9369,7622,4495,9824,6834,18325,16977,12489,19123,9836
296,14637,7234,15255,9026,4799,4133,16272,16839,19147,7705,1391,8964,15119,1124,5790,4585,16791,5457,4843,1623
297,8808,3655,3703,4953,8212,19134,15731,12124,9849,872,1187,8026,15510,2200,14971,9860,19270,7518,6198,8349
298,1561,13835,1821,16665,16212,9453,3699,810,4193,2985,19810,19168,17551,334,2352,11348,14904,15522,10356,18053
299,8026,7073,10838,13213,11387,6213,18904,14518,10803,9431,7568,8766,15707,6652,6611,9744,4475,11657,6792,10514
300,18557,16915,5747,18096,11738,5344,9556,433,13319,9039,12091,6675,10324,14112,14476,6819,16719,7389,11358,18277
301,5495,18815,12915,6555,11616,2509,6648,4617,9620,12711,11792,14703,18279,19614,11007,2374,3942,19028,6687,14135
302,3154,15519,19651,10750,8850,5540,14704,11115,7274,15384,8566,4018,3854,4978,8032,9004,12894,10484,1596,1668
303,14264,12298,4111,10647,5776,5247,16534,17070,4228,6448,19448,11305,8332,8693,2702,6428,14364,7420,13411,1429
304,10286,1853,7068,15339,9735,13626,10876,10675,6878,18868,12138,19455,8128,15136,2801,6492,9399,9527,17279,2411
305,16604,11899,13410,17505,10545,16008,3515,17912,7980,12138,16180,6673,15263,10878,3396,9527,9779,16522,10004,608
306,17397,11803,17933,1333,4168,11126,11552,8633,946,14856,3554,14683,3891,17097,7652,3245,19277,9044,18782,5511
307,11108,536,15072,4926,12855,10846,3582,8186,13082,970,4165,1742,17431,12003,5122,6164,2678,7768,155,14225
308,8491,3804,19303,4864,2438,12227,2535,10862,4474,5532,16592,5266,13437,7325,3947,13634,7662,17073,6964,13895
309,395,6260,12795,18290,10756,3829,19583,2915,10659,15810,12149,9349,17678,1119,5017,8542,11750,12704,17299,10957
310,17821,10290,16736,13182,13400,5236,10155,4851,12717,15885,4480,12818,11757,14588,517,4573,384,679,15564,642
311,13991,17607,15611,16102,8347,5604,19372,19643,19126,13874,2018,12555,9960,11479,18351,5989,12630,920,6189,6690
312,18057,4921,6938,3954,15324,15770,12685,19257,5619,4809,9839,4869,16618,16496,355,3925,13922,8770,19939,3223
313,15992,141,8089,17977,18257,14185,14185,5111,11216,18152,9325,12008,8745,6817,2140,9612,4125,7536,14164,18747
314,2031,10938,7897,5765,5890,19023,15284,3220,13213,9518,2727,9593,12572,2267,14775,3820,3517,14466,5530,18908
315,16426,6116,4838,13375,17353,15555,18009,8012,19212,6204,19695,2498,6902,15382,7281,17986,125,14316,19369,12090
316,12466,15030,13507,1486,15788,8344,14893,17927,6387,13588,4968,2007,17388,14853,17593,17837,10727,5026,4936,8367
317,4357,10102,4905,9510,14652,7124,2383,19146,16254,15966,3625,281,7970,7585,12357,8738,4832,19354,16254,14816
318,19939,6404,19720,10776,17769,12422,7950,509,18466,15163,19518,17487,5285,13888,14751,15150,6363,11712,5213,11784
319,12264,11488,15613,16139,5206,7759,2235,15341,11632,13956,2463,2317,12146,3154,15581,16874,8782,15434,17956,11107
320,6867,1977,4002,7736,7979,7270,4094,6480,2810,5830,19652,17772,18091,3429,1219,19762,117,8872,2985,8465
321,9041,11747,2064,2652,15719,1545,14345,18053,18673,14396,14707,8396,11323,3485,16216,18615,7830,18418,5409,10092
322,18337,3690,3287,10945,362,18772,14192,13567,19736,270,12376,13516,2987,5895,248,14771,12653,14160,5560,16467
323,15316,6683,14859,14018,18503,19469,4184,8473,10185,3125,13605,1599,19631,17628,16574,7071,19400,1799,3850,13464
324,8051,7329,9883,9375,19010,1063,5652,2055,11414,2711,15186,318,19846,9911,9116,194,480,17765,5972,5981
325,14057,11024,16818,9445,10019,5268,14350,9411,16355,3446,6077,13886,10376,4948,6140,15572,902,8718,4949,12481
326,5416,17796,5121,10614,2334,16451,1725,13864,9125,15475,10941,17488,7465,18914,8646,13881,166,3542,17384,2518
327,19538,13711,8209,13346,15769,10310,13028,3541,14009,2530,600,7637,18096,10222,702,5445,19675,9858,2073,4202
328,1454,6395,12684,16323,6364,3687,13170,5664,507,17996,12041,14814,1494,17157,7699,19664,9471,18077,17584,9479
329,12581,6686,8645,214,9824,8621,7290,2359,13543,2835,8189,4563,18357,1418,8168,13790,6500,13703,9629,12572
330,6823,18551,950,13337,12945,15200,3209,17773,14903,4775,18366,848,6207,4328,5187,12782,10951,16957,11091,18149
331,178,7528,18213,3348,496,14284,19796,11977,19797,4986,4654,10399,18011,13087,1508,12619,17576,11568,5153,6153
332,9639,9788,9977,13308,4374,13941,5957,17759,17923,18875,6578,19854,10341,18958,3364,18382,14158,3573,1850,9918
333,11679,7045,13808,939,1077,1031,17076,5841,14895,3676,15704,17477,16763,12016,11217,11805,12613,18783,1455,17244
334,3167,13013,1961,3484,8027,9471,9145,13733,436,5628,5677,5323,10632,163,6051,15507,19608,19355,4179,9723
335,12588,2512,11816,16754,5177,13660,6897,6428,18657,10570,9933,2935,9615,17532,180,6939,6691,11592,12456,11057
336,17026,379,11796,14095,3822,13144,8679,10801,8905,13312,8834,4937,8848,2687,882,13861,2976,11892,10671,16738
337,9944,2592,14084,12194,7986,660,13162,14632,15154,16377,5102,12145,1199,4456,18328,9422,6296,14790,5526,13172
338,7234,12096,3973,2842,9334,7337,12198,8332,19838,16682,17457,11285,18735,16494,343,9078,7015,935,10214,12610
339,3107,19152,8845,10761,15564,19401,2960,12039,140,6418,16165,2473,9635,4931,19928,7887,4555,11524,4524,19898
340,12269,19452,10468,13884,8047,15188,5328,17209,8941,11248,7066,13582,7181,13078,17710,18039,18207,11012,1487,12431
341,13732,18789,12583,15505,17479,14874,19591,6428,8062,16604,2932,17772,12164,5777,16493,18551,9203,1134,14337,1450
342,555,8746,7664,7360,6300,7253,1833,5698,14329,17503,2416,17540,19286,2259,13677,9863,2818,4323,12817,14138
343,18103,1954,7113,16141,6343,12920,10302,5713,15968,11337,10491,16287,12660,18056,4763,7575,9871,9100,17136,17612
344,16545,8329,12112,1064,19415,15328,9833,3491,19860,13934,7503,4166,19593,10485,5414,3538,6094,7438,3514,9920
345,14883,7481,16893,13508,19867,3965,5439,15044,19095,587,7416,4433,19790,19860,2743,11930,10699,19108,8225,8359
346,2023,19266,16617,5133,1265,16804,17778,5396,16377,2789,4308,1091,19904,13313,17243,19235,15720,5508,7058,16076
347,4045,9865,14259,19771,2827,16049,5081,10005,1770,19671,14362,12369,2493,15269,3085,9286,15125,8480,11339,287
348,4141,4791,17898,2833,12235,17612,8505,19488,10957,11064,12801,7328,3105,7838,12468,19585,15483,2327,150,13781
349,3126,9470,13437,8414,4580,16167,19641,10127,19130,2625,9917,13369,16323,8737,14073,17510,13625,13044,5801,690
350,5404,3093,13804,5577,14106,8226,3596,11338,13877,3659,9310,17166,17824,11384,8720,5771,17601,6404,4532,12803
351,15352,4544,18980,19849,8802,10394,4171,19464,9062,1493,18229,15293,825,598,8175,6699,10448,3800,6097,7257
352,18284,4470,6759,6366,8796,10874,10227,7339,17696,11554,11098,18587,585,8026,10305,17339,1673,12412,12281,3234
353,16348,17893,18916,3528,4592,5967,10682,11755,1284,15365,15915,15672,19766,14162,18987,8553,1745,3314,12431,12517
354,4749,6844,2116,14790,17376,17077,5097,10254,17922,13919,18187,1563,15599,19802,4488,8234,19834,3634,3209,13564
355,366,263,9343,13074,8179,1908,10300,6367,19571,395,8712,19920,4615,18938,10548,1576,11788,18812,1114,8991
356,9917,17856,7927,4553,10410,8518,15152,11173,523,5085,16984,7500,7972,4252,9578,16141,9195,1713,9574,5572
357,3660,18659,18412,10703,13976,8679,9885,17592,9970,14261,11814,9374,12991,10181,8824,11057,4669,19248,17582,834
358,17915,10447,9860,13573,4149,10964,5387,15044,16819,11483,8698,12295,14442,1073,6631,15745,6171,9192,15005,2424
359,1350,1217,3101,17079,14095,5538,16474,11862,12649,6727,11277,12058,12324,19234,14328,2500,5066,19136,5048,1328
360,11684,6888,19578,18666,9883,13866,3778,18444,6691,4951,6223,12745,2512,12362,9527,5483,642,11663,14385,16341
361,6802,5079,8960,1054,16206,17328,14320,10853,15919,14020,1460,10567,18320,8661,13566,18701,7590,15264,15267,4531
362,8522,8619,8408,8315,4824,13823,10675,14158,9675,8476,224,944,7037,13605,5099,13246,8510,16360,7141,10030
363,18059,12083,17623,18728,3425,12362,14043,4608,2938,18048,4671,6967,12954,19736,3853,114,15936,16726,5597,13993
364,942,867,5582,15112,2171,2008,195,17350,4657,920,15999,15655,15608,6671,15091,1055,9756,9400,14653,1248
365,17533,3230,9388,10307,8625,16207,11747,12779,19099,7611,4054,9308,15884,5393,19503,18309,6143,9911,10712,8100
366,13008,14641,10194,6579,11334,8275,10501,14578,4316,5558,12722,16727,10801,11458,8571,14201,14115,1707,13453,818
367,6825,19413,12585,19825,10009,4723,12722,4997,12169,16823,8026,8755,18830,3665,526,236,10622,16219,7167,6024
368,17187,9242,18108,1792,8668,5087,8432,12685,14274,15591,3798,8482,12393,17819,1269,13719,737,10049,10100,15380
369,13467,6493,8404,19114,5809,18917,5043,13746,18001,16651,9816,4285,10761,4983,4939,4869,7085,3056,9539,3970
370,10482,8589,15128,18401,6070,16981,17584,16834,7300,10735,9251,8442,11493,7912,6942,17400,8788,10111,5939,6869
371,17103,13400,11383,6060,7816,17396,19478,18705,7736,17105,7669,12343,4032,12995,15056,15433,6519,14052,1891,17184
372,6053,2012,13793,5792,6340,16102,9310,10251,11363,17823,2730,11258,2332,18063,19334,15612,19711,7104,12908,11994
373,8395,7739,4041,17746,3069,8067,5383,15708,4665,17352,14244,16327,12446,14194,2616,11832,331,10886,19336,9279
374,16734,3241,18606,15554,9382,13526,15681,7093,14122,19710,9752,16749,7170,14255,7289,9253,7559,17424,12299,692
375,19739,5197,15096,11434,12194,15246,1640,17513,10617,11032,658,15141,19822,3315,8475,17029,17553,174,2331,662
376,5101,411,13317,968,598,169,2328,12655,7834,11641,16618,1652,14701,17574,16508,19404,16959,9252,19618,18071
377,1770,14497,11310,5079,3590,15623,16437,13784,575,1919,12843,6738,12621,3361,2441,6083,3443,1336,18931,5998
378,16047,14777,11705,19248,365,6677,6442,9972,3226,4340,9456,1802,4286,11914,19390,1097,15731,4204,6762,6447
379,4692,10902,17945,512,7719,1564,5066,10302,16665,11948,15816,10068,4046,2688,7159,11892,5557,13751,17457,10603
380,1112,547,16875,10463,8909,19822,2237,14736,14070,5345,13981,15350,13729,12666,16208,1248,5274,15739,11637,5427
381,4647,13201,18918,14121,16998,7253,10910,6812,3406,13953,7574,15088,6129,15860,7088,7997,19022,12933,5849,18705
382,7865,17734,18101,4216,10519,16305,15935,14018,1126,12713,6001,19971,17531,13359,3894,15451,9088,6042,10471,8299
383,6270,1873,5871,10369,16034,18566,16586,11720,2424,2567,9675,19606,16044,19214,6895,17502,12932,2616,4247,15964
384,16277,13485,9785,17222,10613,5552,17866,19471,10186,7744,7066,18477,14697,13625,19497,7487,16444,18250,1624,12468
385,8491,3274,13080,17146,5917,4496,19547,12988,15401,3624,2484,884,4340,6367,5425,12041,283,18470,9068,13155
386,7539,13049,7054,3124,13281,17294,16315,16807,10015,16581,12170,13040,14388,9485,6938,11999,17927,8223,335,13705
387,16033,16432,9297,4815,13232,12700,1976,6502,15107,17237,4686,1024,17970,320,6004,16182,10093,8223,7024,18421
388,12517,18697,8413,980,3683,11981,2874,18662,13968,14610,17094,14949,11157,4165,13055,12940,13063,1163,15220,12880
389,11212,9092,10145,11433,7005,11012,436,6481,6374,1463,11563,9692,19248,6708,1232,8599,5321,19882,14826,2631
390,15470,3081,8854,1980,10587,5993,18554,9994,10087,7671,14751,14648,6452,12338,11100,12851,14417,18680,560,6748
391,11558,14322,7999,19846,15656,6359,15470,12684,4636,9691,10546,1398,4049,16583,15635,2956,14551,3324,6620,14117
392,16933,2230,10707,5820,9516,12514,18573,14864,10957,511,1840,990,4557,1236,3860,18870,6813,9250,13879,10167
393,19124,7931,11414,13432,2968,5741,9175,197,3172,2026,7302,9588,9384,1731,7701,16294,16925,19249,7013,11290
394,8753,13991,6524,2472,10988,10084,16501,582,6437,19792,16510,7034,9230,5485,1704,17889,11341,13156,17876,19285
395,17027,11887,5522,8660,5496,6970,8938,9525,673,8895,5771,11199,11800,1122,1039,11767,12455,5115,19744,1674
396,19758,19633,3203,10960,5413,4041,380,2667,10724,13389,4611,6440,7253,16981,19475,7741,6625,14775,2144,4764
397,8749,16467,13731,11548,11447,19384,5083,5801,4165,4249,535,14891,1776,4014,6210,5089,4210,4592,9605,7009
