"position","G_2035BALd7_S1-cons","G_2073BALd7_S0-cons","G_2078BALd7_S0-cons","G_2081BALd7_S4-cons","G_7960BALd7_S0-cons","G_7970BALd7_S7-cons","G_7971BALd7_S0-cons","G_7992BALd7_S0-cons","G_BRSVSweden620p4_S0-cons"
611,81,751,952,65,1351,50,2675,539,5880
612,82,754,958,68,1361,50,2691,550,5989
613,80,753,950,66,1334,50,2651,548,5909
614,83,761,986,70,1354,50,2696,559,6252
615,83,764,995,70,1357,50,2718,561,6280
616,83,756,986,68,1333,49,2658,553,6262
617,81,750,982,70,1309,49,2636,555,6256
618,80,746,975,69,1306,49,2629,553,6193
619,80,746,976,70,1303,49,2624,546,6177
620,80,744,970,69,1307,48,2604,552,6135
621,80,739,982,68,1305,49,2621,553,6182
622,79,725,962,69,1257,48,2567,536,6162
623,79,720,953,65,1250,47,2555,535,6073
624,77,725,947,69,1238,46,2533,535,6074
625,79,725,960,67,1240,46,2544,534,6160
626,79,732,961,70,1255,47,2574,548,6249
627,79,745,988,70,1257,47,2591,551,6353
628,80,750,994,70,1268,47,2603,550,6436
629,80,755,985,70,1269,46,2602,549,6453
630,79,764,994,72,1297,47,2658,552,6599
631,77,766,1000,71,1301,48,2656,553,6596
632,81,803,1041,75,1350,51,2773,580,6897
633,82,796,1034,76,1359,50,2766,580,6890
634,81,801,1036,74,1359,51,2766,578,6897
635,81,804,1048,76,1376,50,2789,580,6891
636,79,769,1017,73,1329,48,2712,574,6740
637,78,787,1040,75,1366,49,2793,594,6944
638,78,778,1030,75,1350,50,2759,591,6898
639,76,772,1022,77,1322,50,2730,587,6826
640,76,775,1018,74,1313,50,2714,584,6771
641,71,751,1003,76,1273,50,2634,572,6653
642,73,762,1042,80,1303,50,2696,584,6909
643,74,772,1044,80,1302,49,2705,589,6904
644,73,765,1049,79,1299,48,2714,581,6934
645,72,776,1060,83,1316,49,2766,590,7075
646,71,765,1035,80,1299,48,2713,579,6981
647,72,780,1072,79,1328,48,2767,602,7220
648,71,790,1074,83,1342,48,2792,603,7277
649,72,793,1081,83,1343,48,2806,609,7316
650,72,781,1075,83,1335,48,2780,605,7216
651,68,739,1033,80,1260,44,2676,582,7004
652,69,749,1042,80,1265,47,2695,586,7082
653,70,746,1044,80,1253,46,2668,582,6999
654,70,755,1057,84,1264,47,2712,584,7324
655,70,747,1036,84,1250,47,2685,578,7208
656,67,738,1025,85,1227,47,2639,569,7203
657,67,735,1026,85,1217,47,2640,572,7155
658,67,741,1044,86,1231,47,2653,575,7211
659,70,759,1059,86,1269,47,2681,584,7322
660,71,759,1053,89,1268,48,2685,585,7341
661,70,752,1048,86,1257,47,2666,582,7290
662,73,742,1060,86,1243,47,2635,581,7515
663,74,737,1059,87,1225,47,2646,580,7470
664,77,756,1077,86,1234,52,2667,594,7657
665,76,755,1081,85,1232,52,2677,594,7670
666,76,752,1084,88,1226,51,2680,593,7690
667,76,753,1082,88,1216,52,2658,596,7722
668,75,744,1083,86,1195,51,2621,590,7617
669,73,741,1070,83,1201,51,2600,589,7595
670,79,745,1068,85,1216,52,2622,595,7630
671,79,741,1061,85,1191,50,2598,592,7566
672,82,755,1088,85,1224,52,2658,600,7789
673,84,759,1090,84,1199,50,2642,599,7774
674,86,768,1104,85,1201,51,2658,603,7840
675,86,758,1100,82,1204,51,2660,598,7827
676,85,766,1098,84,1207,51,2653,596,7825
677,85,772,1106,85,1198,51,2652,603,7885
678,85,761,1094,81,1187,50,2616,598,7773
679,83,745,1080,82,1166,51,2605,588,7651
680,83,750,1073,83,1151,51,2572,592,7630
681,80,725,1054,81,1107,50,2488,579,7474
682,78,733,1075,82,1131,54,2549,592,7623
683,79,733,1081,82,1138,53,2557,599,7682
684,79,725,1071,81,1123,54,2526,593,7570
685,78,735,1080,81,1123,54,2533,600,7611
686,79,745,1087,85,1139,54,2563,608,7708
687,79,738,1087,84,1128,54,2556,609,7722
688,79,740,1086,85,1133,54,2566,609,7733
689,79,739,1083,84,1129,54,2539,605,7695
690,79,738,1081,85,1124,52,2557,605,7698
691,79,731,1074,82,1123,53,2539,595,7658
692,76,721,1056,83,1087,53,2504,590,7579
693,75,716,1046,78,1090,52,2487,586,7570
694,77,713,1040,81,1098,53,2494,590,7582
695,77,715,1039,84,1095,52,2483,593,7573
696,78,727,1046,85,1108,53,2520,600,7683
697,81,741,1071,90,1117,53,2554,610,7757
698,80,737,1075,88,1127,53,2570,608,7767
699,80,734,1074,87,1126,53,2555,606,7770
700,81,744,1079,89,1109,54,2552,612,7763
701,80,734,1067,87,1106,54,2544,613,7727
702,82,762,1092,90,1145,54,2611,617,7978
703,81,760,1082,91,1138,53,2602,613,7954
704,82,743,1061,87,1103,51,2553,598,7804
705,81,751,1077,89,1111,51,2575,602,7881
706,81,756,1077,90,1106,51,2557,592,7909
707,83,756,1078,90,1116,51,2574,598,7925
708,84,770,1085,91,1124,51,2592,606,8029
709,83,762,1071,87,1122,51,2566,600,7984
710,83,773,1081,89,1153,51,2581,601,8035
711,80,765,1075,89,1133,48,2514,594,7943
712,80,765,1081,91,1137,48,2540,601,7983
713,80,761,1077,91,1141,47,2534,597,7978
714,77,761,1072,91,1124,46,2518,607,7978
715,76,765,1069,93,1128,46,2527,603,7999
716,76,765,1074,91,1121,47,2503,600,7992
717,79,795,1109,92,1191,53,2630,647,8284
718,79,790,1106,92,1191,53,2611,644,8235
719,75,792,1098,92,1174,54,2610,631,8180
720,75,795,1096,93,1171,54,2603,635,8251
721,74,783,1086,95,1170,53,2587,642,8204
722,74,798,1108,93,1189,53,2631,639,8329
723,72,794,1084,93,1160,53,2574,636,8173
724,69,788,1077,94,1157,52,2549,628,8136
725,69,782,1074,94,1147,51,2560,626,8093
726,65,756,1049,89,1114,48,2468,602,7833
727,65,757,1048,91,1117,48,2468,609,7857
728,66,757,1035,89,1108,48,2468,597,7813
729,65,756,1040,93,1098,47,2461,600,7814
730,65,760,1037,88,1099,48,2460,601,7813
731,64,738,1023,88,1078,49,2435,605,7768
732,64,739,1016,88,1071,49,2444,595,7757
733,64,730,1018,89,1077,49,2430,598,7724
734,66,733,1014,90,1069,49,2395,593,7686
735,65,737,1015,92,1069,50,2414,594,7661
736,67,746,1019,94,1080,48,2443,598,7783
737,65,740,1017,94,1083,48,2429,602,7787
738,65,737,1006,90,1077,48,2411,602,7743
739,67,741,1014,91,1090,49,2437,609,7772
740,68,749,1020,91,1090,49,2446,612,7872
741,67,755,1029,92,1094,48,2442,614,7883
742,67,754,1033,89,1093,49,2447,618,7909
743,67,756,1024,90,1086,49,2432,614,7843
744,69,760,1020,92,1096,48,2435,609,7882
745,69,751,1030,92,1094,49,2424,606,7878
746,69,758,1038,91,1096,49,2448,627,7956
747,68,755,1036,92,1088,49,2435,622,7956
748,67,757,1040,92,1088,49,2446,628,7988
749,65,754,1026,91,1085,49,2433,621,7925
750,64,756,1034,89,1084,49,2435,620,7935
751,62,759,1038,88,1103,49,2454,625,7961
752,62,753,1027,89,1094,49,2445,626,7917
753,64,775,1038,93,1108,49,2467,624,7988
754,64,779,1042,92,1118,49,2472,631,8046
755,63,765,1023,87,1098,48,2442,617,7971
756,63,775,1041,89,1116,49,2503,629,8096
757,63,777,1041,90,1112,48,2498,623,8072
758,62,785,1053,91,1130,50,2530,632,8227
759,62,783,1056,91,1127,50,2524,632,8232
760,62,796,1063,94,1137,50,2542,644,8362
761,63,815,1077,95,1156,50,2586,653,8522
762,60,810,1073,93,1159,50,2562,649,8467
763,60,811,1078,95,1151,51,2590,661,8570
764,60,804,1068,95,1154,51,2575,660,8553
765,74,912,1186,98,1308,63,2932,748,9581
766,76,916,1198,100,1314,64,2939,750,9649
767,76,922,1209,101,1312,64,2936,747,9625
768,77,918,1204,101,1310,67,2944,749,9640
769,76,898,1162,99,1297,66,2890,735,9450
770,74,888,1144,99,1267,65,2835,718,9319
771,74,881,1131,98,1272,65,2835,715,9313
772,73,901,1143,97,1293,64,2880,719,9451
773,72,891,1137,97,1279,64,2864,711,9372
774,70,829,1068,91,1196,63,2661,683,8753
775,70,839,1084,93,1193,63,2665,679,8748
776,70,833,1079,91,1200,65,2660,673,8721
777,69,842,1086,93,1206,67,2691,689,8806
778,69,841,1088,93,1213,66,2688,684,8827
779,70,818,1073,93,1192,66,2642,687,8764
780,68,829,1071,93,1192,67,2654,688,8723
781,69,821,1076,90,1190,66,2637,677,8758
782,67,834,1082,89,1189,67,2653,688,8804
783,68,837,1068,89,1202,67,2641,677,8742
784,68,834,1077,88,1198,67,2648,680,8754
785,68,834,1076,87,1200,67,2657,690,8826
786,68,847,1071,87,1193,67,2639,676,8782
787,70,848,1076,90,1199,67,2642,685,8791
788,70,853,1065,89,1203,66,2640,684,8789
789,68,854,1066,88,1210,64,2641,688,8833
790,68,847,1056,88,1195,65,2625,673,8761
791,68,853,1066,87,1210,65,2649,683,8869
792,69,856,1058,87,1203,65,2631,675,8862
793,69,871,1081,88,1239,65,2691,685,9008
794,70,878,1085,89,1237,65,2698,691,9057
795,70,873,1081,89,1242,65,2690,683,8991
796,69,871,1077,88,1242,65,2685,696,8941
797,69,863,1066,87,1226,64,2666,688,8891
798,69,867,1065,86,1226,64,2681,690,8941
799,69,866,1080,86,1230,64,2680,692,8960
800,71,876,1082,92,1277,61,2730,693,9050
801,71,882,1072,89,1286,63,2721,691,9005
802,69,890,1079,87,1286,62,2722,692,9016
803,69,883,1081,86,1274,60,2716,693,8996
804,69,892,1090,88,1275,61,2720,698,9036
805,67,902,1103,88,1282,61,2727,701,9081
806,67,898,1101,88,1276,61,2729,694,9067
807,68,894,1097,88,1276,61,2721,696,9086
808,69,895,1095,88,1295,61,2751,698,9134
809,68,882,1078,85,1267,59,2687,681,8924
810,67,875,1086,87,1256,60,2675,682,8904
811,67,870,1072,86,1245,61,2666,676,8865
812,66,867,1066,86,1238,61,2645,673,8842
813,66,868,1071,86,1253,63,2655,678,8828
814,66,873,1082,87,1259,63,2664,683,8899
815,66,879,1087,88,1259,64,2663,691,8917
816,66,874,1083,88,1261,64,2668,688,8889
817,66,871,1076,86,1266,64,2659,686,8893
818,65,872,1071,88,1265,65,2667,686,8891
819,65,863,1068,87,1257,65,2665,683,8855
820,64,858,1058,84,1244,63,2660,674,8827
821,66,857,1062,85,1257,63,2663,682,8833
822,66,868,1068,84,1256,62,2667,686,8822
823,69,865,1060,82,1254,62,2672,692,8841
824,69,869,1065,84,1267,62,2664,696,8826
825,69,875,1073,85,1291,61,2684,698,8936
826,70,873,1076,85,1303,62,2696,707,9021
827,71,903,1098,87,1326,62,2748,735,9204
828,71,894,1082,87,1309,62,2717,720,9071
829,71,893,1090,88,1321,62,2716,721,9124
830,71,896,1095,88,1321,61,2737,737,9183
831,71,904,1097,86,1332,62,2753,733,9181
832,74,912,1104,87,1358,63,2793,744,9260
833,72,907,1088,85,1337,62,2755,730,9122
834,71,901,1092,85,1334,62,2742,728,9135
835,70,890,1076,82,1318,61,2699,718,8998
836,70,880,1062,85,1303,61,2691,711,8933
837,70,896,1075,85,1314,61,2716,710,8958
838,70,894,1081,85,1317,61,2721,714,8981
839,70,882,1075,83,1311,61,2714,701,8948
840,70,897,1075,84,1331,60,2729,705,8964
841,70,890,1071,84,1334,61,2746,711,8990
842,71,897,1079,84,1338,61,2739,715,9043
843,71,891,1079,83,1335,61,2746,709,9005
844,69,894,1079,83,1340,61,2727,713,9019
845,68,907,1091,85,1365,64,2769,719,9118
846,68,889,1093,84,1351,63,2746,719,9038
847,68,919,1173,85,1384,66,2830,750,9912
848,68,922,1172,85,1387,66,2837,753,9976
849,67,913,1174,83,1377,66,2826,746,9905
850,67,921,1167,84,1399,66,2829,745,9874
851,68,925,1177,83,1400,66,2842,742,9935
852,73,938,1198,85,1432,67,2907,764,10082
853,76,961,1228,85,1476,67,2959,782,10294
854,77,966,1213,87,1492,70,2975,778,10295
855,80,978,1212,87,1495,70,2982,779,10209
856,80,974,1227,89,1504,70,2965,782,10277
857,80,981,1232,89,1499,70,2968,781,10261
858,79,982,1241,88,1503,70,2973,785,10304
859,79,976,1243,88,1501,70,2964,784,10272
860,81,1013,1312,90,1547,75,3056,815,10968
861,81,1011,1329,90,1531,75,3042,822,10966
862,81,1011,1329,91,1552,75,3071,821,11011
863,79,1000,1317,89,1538,76,3008,810,10819
864,80,993,1302,89,1536,76,3000,809,10700
865,79,993,1295,87,1531,75,3008,802,10758
866,82,1006,1315,91,1566,77,3047,810,10991
867,81,1009,1334,91,1565,78,3061,815,11100
868,82,1001,1309,90,1553,78,3040,809,10992
869,82,994,1325,90,1535,77,3012,810,10955
870,84,1001,1332,91,1565,79,3052,822,11149
871,82,1010,1351,92,1569,80,3058,830,11214
872,83,1017,1338,92,1576,80,3056,822,11247
873,83,1013,1352,90,1575,79,3059,814,11223
874,82,1027,1365,91,1580,79,3089,823,11358
875,81,1006,1341,92,1557,78,3046,814,11198
876,81,1019,1363,93,1572,76,3060,826,11288
877,81,1012,1359,92,1575,76,3054,824,11299
878,86,1019,1363,93,1592,76,3075,820,11362
879,84,996,1337,89,1564,75,3010,814,11093
880,81,1002,1325,91,1535,75,2968,807,10994
881,83,1000,1339,91,1539,74,2971,805,11017
882,83,1004,1343,91,1535,75,2980,803,11067
883,83,1009,1352,90,1542,75,2975,807,11104
884,83,1017,1359,90,1550,75,2992,810,11171
885,82,1012,1361,91,1540,75,2992,816,11148
886,82,1009,1360,90,1539,75,3001,814,11109
887,82,1012,1368,91,1529,75,2990,808,11147
888,82,1014,1371,91,1534,75,3007,813,11165
889,82,1008,1375,91,1543,75,3004,816,11162
890,80,1004,1370,91,1550,75,3016,816,11189
891,78,1006,1362,91,1542,75,3015,806,11123
892,78,1001,1365,91,1540,75,3006,810,11190
893,78,1013,1372,92,1564,76,3027,818,11240
894,78,1015,1380,92,1569,76,3028,821,11281
895,77,999,1347,91,1557,75,3009,806,11055
896,77,1003,1351,89,1564,74,3029,812,11178
897,77,1009,1365,89,1567,73,3028,820,11190
898,77,1008,1351,90,1554,74,3011,813,11122
899,77,1010,1362,91,1550,74,3023,822,11194
900,77,1010,1370,91,1553,74,3009,826,11210
901,78,1024,1366,93,1573,75,3052,825,11297
902,77,1022,1375,93,1576,75,3052,822,11353
903,77,1021,1357,94,1588,75,3050,813,11277
904,77,1025,1379,94,1609,75,3060,818,11343
905,77,1037,1383,94,1609,76,3081,826,11425
906,77,1043,1403,94,1616,76,3093,831,11570
907,76,1053,1406,94,1633,76,3103,833,11656
908,81,1065,1413,96,1676,79,3182,843,11790
909,81,1070,1440,96,1685,79,3207,852,11912
910,85,1079,1423,96,1699,80,3190,859,11856
911,85,1079,1435,96,1688,80,3206,864,11879
912,85,1078,1423,95,1669,79,3189,861,11807
913,85,1069,1405,95,1658,78,3179,856,11729
914,85,1070,1416,95,1660,79,3169,849,11768
915,85,1072,1419,96,1662,79,3176,861,11780
916,84,1051,1389,96,1648,77,3124,837,11524
917,89,1062,1385,98,1659,78,3155,851,11502
918,87,1054,1385,98,1658,77,3133,848,11456
919,83,1050,1388,97,1667,77,3121,853,11428
920,83,1056,1392,97,1663,77,3148,845,11507
921,82,1059,1404,96,1662,77,3143,850,11520
922,84,1061,1405,96,1668,78,3151,847,11553
923,88,1061,1408,97,1702,79,3170,853,11638
924,87,1071,1426,97,1705,79,3182,860,11722
925,89,1059,1402,96,1688,79,3157,848,11531
926,85,1035,1363,94,1648,79,3087,841,11273
927,86,1043,1400,95,1669,79,3103,844,11406
928,87,1038,1381,95,1643,79,3078,837,11298
929,85,1032,1380,94,1652,78,3095,842,11368
930,85,1038,1386,95,1657,78,3092,842,11375
931,87,1054,1387,95,1699,78,3149,856,11550
932,86,1042,1376,93,1690,79,3124,843,11454
933,84,1040,1369,92,1671,78,3107,835,11293
934,86,1034,1367,91,1683,79,3105,835,11325
935,86,1050,1405,92,1686,80,3123,845,11547
936,86,1067,1418,96,1707,80,3139,855,11655
937,88,1070,1417,96,1705,80,3145,851,11631
938,91,1109,1458,99,1780,84,3254,890,12054
939,90,1111,1462,100,1788,83,3254,896,12111
940,88,1096,1451,100,1755,84,3209,883,11955
941,88,1096,1459,99,1764,84,3220,880,12007
942,88,1115,1482,103,1811,87,3283,900,12226
943,88,1140,1512,104,1835,86,3343,919,12489
944,90,1144,1507,104,1843,86,3342,915,12471
945,87,1141,1491,104,1820,86,3324,904,12373
946,92,1160,1507,107,1848,91,3360,927,12600
947,87,1118,1459,102,1799,89,3264,907,12161
948,89,1124,1458,100,1799,89,3277,906,12222
949,84,1120,1479,102,1808,89,3271,905,12202
950,85,1110,1458,102,1796,89,3261,895,12111
951,84,1106,1455,100,1773,86,3242,886,12057
952,84,1116,1453,100,1788,85,3255,882,12079
953,86,1104,1450,99,1777,83,3212,883,12017
954,87,1119,1463,99,1805,86,3260,892,12178
955,87,1089,1440,98,1769,86,3225,878,11990
956,87,1091,1437,97,1751,86,3225,870,11944
957,88,1101,1471,98,1785,86,3252,884,12191
958,85,1101,1476,97,1779,85,3240,886,12202
959,85,1097,1460,97,1768,84,3232,878,12086
960,87,1086,1442,98,1762,82,3201,865,12042
961,86,1098,1463,97,1759,85,3197,875,12009
962,87,1092,1437,97,1745,84,3176,869,11937
963,89,1088,1444,97,1753,87,3184,868,12030
964,89,1083,1421,94,1737,85,3169,868,11933
965,87,1086,1416,96,1741,86,3175,863,11975
966,87,1090,1418,95,1743,84,3180,872,11998
967,87,1095,1437,96,1755,84,3219,879,12097
968,88,1110,1458,96,1763,85,3210,884,12210
969,86,1100,1447,96,1746,85,3192,867,12113
970,90,1105,1463,96,1765,85,3223,876,12220
971,89,1114,1463,96,1768,83,3216,887,12231
972,89,1097,1448,96,1747,82,3205,867,12071
973,87,1095,1434,94,1749,82,3194,870,12094
974,90,1085,1425,96,1733,83,3166,866,12033
975,90,1081,1432,96,1729,84,3153,859,11979
976,89,1093,1426,96,1716,84,3156,870,12034
977,88,1102,1450,97,1745,85,3179,881,12178
978,90,1113,1449,96,1757,85,3213,885,12261
979,90,1110,1454,96,1773,85,3219,888,12219
980,89,1104,1446,95,1754,85,3195,879,12245
981,90,1115,1461,97,1769,85,3233,894,12381
982,89,1112,1463,96,1766,85,3248,893,12427
983,88,1112,1453,96,1766,83,3226,885,12369
984,91,1108,1453,97,1767,85,3232,893,12374
985,91,1118,1451,97,1773,86,3236,892,12419
986,92,1113,1408,95,1756,85,3182,885,12184
987,92,1119,1441,97,1771,85,3212,889,12329
988,91,1111,1427,95,1763,85,3209,879,12283
989,89,1113,1425,96,1760,85,3215,883,12328
990,91,1119,1432,96,1787,86,3225,897,12333
991,92,1131,1466,103,1797,89,3249,909,12561
992,92,1133,1457,100,1799,88,3254,907,12556
993,92,1132,1451,102,1778,88,3229,900,12523
994,92,1133,1460,102,1788,89,3228,898,12565
995,90,1118,1450,101,1760,91,3201,899,12502
996,90,1131,1450,101,1780,90,3210,911,12564
997,90,1134,1450,102,1769,89,3196,904,12507
998,90,1137,1472,104,1782,91,3214,908,12698
999,91,1131,1466,100,1767,91,3211,910,12697
1000,90,1119,1458,101,1754,91,3165,889,12507
1001,91,1141,1466,100,1774,92,3231,906,12718
1002,88,1129,1490,104,1770,91,3230,915,12709
1003,93,1140,1489,104,1786,92,3300,929,12875
1004,94,1144,1487,102,1792,92,3306,935,12909
1005,93,1147,1509,102,1794,92,3315,939,13092
1006,98,1162,1529,101,1813,92,3374,958,13237
1007,98,1161,1525,103,1816,93,3379,954,13280
1008,101,1186,1557,103,1852,95,3429,975,13496
1009,97,1191,1566,103,1842,94,3448,971,13552
1010,97,1167,1533,99,1804,92,3391,955,13310
1011,98,1170,1527,100,1797,93,3373,944,13246
1012,97,1155,1514,100,1779,93,3331,944,13167
1013,97,1160,1527,99,1792,92,3335,962,13209
1014,97,1164,1517,101,1776,93,3307,950,13089
1015,97,1146,1499,97,1766,91,3274,942,13026
1016,96,1154,1516,98,1771,91,3327,954,13242
1017,96,1145,1520,100,1758,91,3323,941,13214
1018,95,1140,1506,98,1733,91,3274,939,13107
1019,94,1155,1537,102,1771,94,3342,952,13330
1020,98,1178,1548,106,1795,96,3365,957,13544
1021,95,1159,1534,106,1759,96,3354,954,13433
1022,97,1168,1540,108,1793,97,3368,965,13481
1023,97,1154,1529,105,1777,96,3376,948,13318
1024,97,1170,1535,103,1776,95,3392,966,13505
1025,97,1182,1564,104,1796,94,3412,968,13564
1026,96,1177,1549,102,1797,94,3405,967,13569
1027,96,1165,1541,103,1766,92,3369,945,13584
1028,96,1159,1516,99,1742,92,3310,944,13433
1029,95,1148,1503,97,1731,92,3303,942,13321
1030,96,1150,1508,98,1741,93,3330,945,13423
1031,95,1160,1514,96,1743,94,3331,952,13481
1032,100,1178,1550,98,1796,96,3386,979,13817
1033,99,1186,1559,98,1797,97,3372,982,13805
1034,103,1223,1586,100,1839,98,3448,996,14111
1035,103,1218,1595,101,1855,98,3461,1003,14215
1036,102,1227,1606,103,1848,97,3460,1007,14211
1037,107,1259,1626,109,1919,98,3553,1033,14467
1038,107,1263,1628,107,1908,99,3553,1030,14502
1039,113,1269,1636,107,1932,100,3608,1030,14573
1040,111,1278,1644,109,1938,101,3611,1031,14594
1041,110,1241,1583,105,1872,92,3528,1013,14148
1042,116,1324,1651,108,1985,97,3671,1059,14581
1043,115,1295,1634,107,1962,96,3610,1050,14392
1044,122,1332,1659,107,2006,100,3687,1079,14596
1045,121,1329,1673,106,2005,99,3707,1073,14609
1046,120,1321,1677,106,1997,96,3682,1059,14451
1047,123,1348,1689,110,2037,99,3752,1082,14646
1048,121,1340,1673,106,2026,97,3714,1072,14436
1049,124,1357,1668,106,2051,96,3709,1086,14751
1050,124,1352,1690,105,2044,96,3713,1087,14772
1051,119,1320,1652,101,2004,95,3617,1057,14350
1052,123,1327,1653,100,2024,96,3645,1075,14463
1053,121,1312,1633,100,2013,95,3610,1076,14281
1054,119,1312,1609,101,1993,95,3558,1061,14164
1055,118,1302,1612,98,1990,94,3572,1071,14103
1056,121,1286,1616,99,1973,91,3555,1061,13990
1057,125,1295,1619,97,1995,95,3565,1062,14031
1058,126,1280,1602,98,1968,95,3536,1060,13866
1059,126,1279,1604,97,1968,95,3557,1061,13961
1060,124,1274,1598,100,1948,95,3537,1070,13917
1061,126,1273,1606,99,1957,95,3558,1058,13991
1062,132,1287,1597,102,1954,100,3534,1068,13929
1063,133,1306,1621,106,1979,100,3551,1077,14052
1064,134,1307,1617,105,1974,100,3564,1081,14117
1065,135,1298,1620,103,1976,100,3556,1070,14086
1066,133,1297,1613,104,1970,100,3539,1065,14020
1067,135,1299,1608,102,1989,99,3551,1073,14012
1068,131,1297,1607,105,1973,100,3527,1064,14056
1069,133,1300,1617,104,1987,100,3538,1076,14122
1070,133,1300,1604,102,1973,100,3531,1072,14026
1071,132,1295,1603,104,1948,99,3527,1067,13926
1072,131,1292,1599,105,1953,99,3524,1069,13957
1073,131,1297,1598,104,1960,99,3516,1062,13939
1074,133,1299,1598,103,1956,100,3531,1064,13973
1075,133,1296,1591,103,1942,100,3490,1065,13840
1076,134,1303,1590,103,1943,101,3518,1066,13969
1077,135,1312,1609,105,1944,101,3520,1086,14128
1078,133,1304,1600,103,1941,100,3484,1088,14041
1079,132,1300,1593,106,1918,100,3482,1082,13995
1080,132,1306,1613,106,1934,100,3508,1089,14104
1081,137,1347,1614,109,1996,102,3538,1105,14058
1082,136,1361,1631,109,2001,102,3552,1111,14048
1083,137,1367,1641,109,2025,101,3578,1111,14185
1084,145,1390,1677,112,2039,106,3630,1136,14409
1085,145,1406,1689,115,2056,109,3651,1142,14501
1086,148,1409,1715,116,2100,109,3709,1162,14666
1087,148,1414,1696,118,2089,110,3707,1156,14627
1088,150,1417,1703,117,2086,110,3697,1154,14717
1089,149,1427,1712,119,2094,110,3713,1165,14830
1090,150,1403,1690,119,2072,108,3677,1157,14733
1091,149,1426,1708,120,2097,107,3719,1171,14786
1092,151,1420,1683,118,2071,104,3680,1161,14688
